Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type,temp_diff,power,torque_per_wear
0,298.1,308.4,1438,45.6,105,0,No Failure,10.299999999999955,65572.8,0.43018867924528303
0,298.0,308.3,1473,42.6,107,0,No Failure,10.300000000000011,62749.8,0.39444444444444443
0,298.1,308.4,1335,40.2,109,0,No Failure,10.299999999999955,53667.00000000001,0.3654545454545455
2,298.1,308.5,1392,44.8,111,0,No Failure,10.399999999999977,62361.6,0.39999999999999997
1,298.1,308.5,1372,51.1,116,0,No Failure,10.399999999999977,70109.2,0.43675213675213675
1,298.1,308.6,1716,30.7,119,0,No Failure,10.5,52681.2,0.2558333333333333
0,298.0,308.5,1395,46.2,122,0,No Failure,10.5,64449.00000000001,0.375609756097561
0,298.0,308.5,1713,25.3,124,0,No Failure,10.5,43338.9,0.2024
2,297.9,308.5,2129,18.7,126,0,No Failure,10.600000000000023,39812.299999999996,0.14724409448818898
1,297.8,308.3,1567,35.6,131,0,No Failure,10.5,55785.200000000004,0.2696969696969697
0,297.8,308.4,1622,38.3,134,0,No Failure,10.599999999999966,62122.6,0.2837037037037037
0,297.7,308.4,1740,27.1,136,0,No Failure,10.699999999999989,47154.0,0.1978102189781022
2,297.8,308.4,1512,35.1,138,0,No Failure,10.599999999999966,53071.200000000004,0.2525179856115108
1,297.8,308.4,1479,43.5,143,0,No Failure,10.599999999999966,64336.5,0.3020833333333333
0,297.8,308.4,1737,27.5,146,0,No Failure,10.599999999999966,47767.5,0.1870748299319728
0,297.8,308.4,2129,19.2,148,0,No Failure,10.599999999999966,40876.799999999996,0.12885906040268455
0,297.8,308.4,1374,47.1,150,0,No Failure,10.599999999999966,64715.4,0.3119205298013245
1,297.8,308.4,1579,36.6,152,0,No Failure,10.599999999999966,57791.4,0.23921568627450981
0,297.9,308.5,1305,47.2,155,0,No Failure,10.600000000000023,61596.00000000001,0.3025641025641026
1,297.9,308.5,1449,40.8,157,0,No Failure,10.600000000000023,59119.2,0.2582278481012658
2,298.0,308.6,1526,41.8,160,0,No Failure,10.600000000000023,63786.799999999996,0.25962732919254655
1,298.0,308.6,1453,44.1,165,0,No Failure,10.600000000000023,64077.3,0.2656626506024096
0,297.9,308.6,1468,36.0,168,0,No Failure,10.700000000000045,52848.0,0.21301775147928995
0,298.0,308.6,1313,50.8,170,0,No Failure,10.600000000000023,66700.4,0.2970760233918128
1,297.9,308.5,1300,53.0,172,0,No Failure,10.600000000000023,68900.0,0.3063583815028902
0,297.9,308.4,1646,40.6,175,0,No Failure,10.5,66827.6,0.23068181818181818
0,297.8,308.4,1714,33.2,177,0,No Failure,10.599999999999966,56904.8,0.1865168539325843
0,297.8,308.4,1685,28.4,179,0,No Failure,10.599999999999966,47854.0,0.15777777777777777
0,297.8,308.4,1512,39.9,181,0,No Failure,10.599999999999966,60328.799999999996,0.21923076923076923
0,297.8,308.4,1612,32.1,183,0,No Failure,10.599999999999966,51745.200000000004,0.17445652173913045
2,297.8,308.4,1550,38.2,185,0,No Failure,10.599999999999966,59210.00000000001,0.2053763440860215
0,297.8,308.4,1518,32.5,190,0,No Failure,10.599999999999966,49335.0,0.17015706806282724
0,297.8,308.5,1448,40.0,192,0,No Failure,10.699999999999989,57920.0,0.20725388601036268
0,297.8,308.5,1561,46.3,194,0,No Failure,10.699999999999989,72274.29999999999,0.2374358974358974
1,297.8,308.5,1488,41.9,196,0,No Failure,10.699999999999989,62347.2,0.21269035532994923
0,297.8,308.5,1699,27.8,199,0,No Failure,10.699999999999989,47232.200000000004,0.139
0,297.7,308.5,1501,41.4,201,0,No Failure,10.800000000000011,62141.4,0.20495049504950494
0,297.7,308.5,1373,56.7,203,1,Overstrain Failure,10.800000000000011,77849.1,0.27794117647058825
2,297.6,308.4,1703,31.4,205,0,No Failure,10.799999999999955,53474.2,0.1524271844660194
2,297.7,308.5,1720,29.9,210,0,No Failure,10.800000000000011,51428.0,0.14170616113744075
1,297.6,308.4,1398,41.9,215,0,No Failure,10.799999999999955,58576.2,0.19398148148148148
1,297.6,308.4,1391,51.9,218,0,No Failure,10.799999999999955,72192.9,0.236986301369863
1,297.6,308.3,1538,40.2,0,0,No Failure,10.699999999999989,61827.600000000006,40.2
0,297.5,308.2,1647,31.3,3,0,No Failure,10.699999999999989,51551.1,7.825
1,297.5,308.1,1469,44.8,5,0,No Failure,10.600000000000023,65811.2,7.466666666666666
0,297.4,308.1,1749,25.9,8,0,No Failure,10.700000000000045,45299.1,2.8777777777777778
1,297.6,308.2,1995,20.5,10,0,No Failure,10.599999999999966,40897.5,1.8636363636363635
0,297.6,308.3,1742,27.7,13,0,No Failure,10.699999999999989,48253.4,1.9785714285714284
0,297.5,308.2,1563,38.2,15,0,No Failure,10.699999999999989,59706.600000000006,2.3875
1,297.5,308.2,1713,32.2,17,0,No Failure,10.699999999999989,55158.600000000006,1.788888888888889
0,297.4,308.1,1474,39.4,20,0,No Failure,10.700000000000045,58075.6,1.8761904761904762
1,297.4,308.2,1530,32.6,22,0,No Failure,10.800000000000011,49878.0,1.4173913043478261
0,297.4,308.2,1471,46.5,25,0,No Failure,10.800000000000011,68401.5,1.7884615384615385
0,297.5,308.3,1388,48.6,27,0,No Failure,10.800000000000011,67456.8,1.7357142857142858
1,297.5,308.2,2448,13.8,29,0,No Failure,10.699999999999989,33782.4,0.46
0,297.5,308.3,1585,32.9,32,0,No Failure,10.800000000000011,52146.5,0.996969696969697
1,297.5,308.3,1459,45.2,34,0,No Failure,10.800000000000011,65946.8,1.2914285714285716
0,297.5,308.3,1544,40.8,37,0,No Failure,10.800000000000011,62995.2,1.0736842105263158
0,297.6,308.3,1617,31.7,39,0,No Failure,10.699999999999989,51258.9,0.7925
0,297.6,308.3,1595,34.3,41,0,No Failure,10.699999999999989,54708.49999999999,0.8166666666666667
2,297.6,308.3,1400,44.3,43,0,No Failure,10.699999999999989,62019.99999999999,1.0068181818181818
1,297.6,308.4,1611,31.0,48,0,No Failure,10.799999999999955,49941.0,0.6326530612244898
1,297.6,308.4,1507,46.0,51,0,No Failure,10.799999999999955,69322.0,0.8846153846153846
2,297.5,308.3,1674,30.0,54,0,No Failure,10.800000000000011,50220.0,0.5454545454545454
0,297.6,308.3,1658,34.3,59,0,No Failure,10.699999999999989,56869.399999999994,0.5716666666666667
0,297.6,308.3,1623,36.9,61,0,No Failure,10.699999999999989,59888.7,0.5951612903225806
1,297.6,308.4,1398,48.9,63,0,No Failure,10.799999999999955,68362.2,0.7640625
0,297.6,308.4,1517,34.2,66,0,No Failure,10.799999999999955,51881.4,0.5104477611940299
1,297.6,308.3,1467,36.7,68,0,No Failure,10.699999999999989,53838.9,0.5318840579710146
1,297.6,308.3,1567,34.6,71,0,No Failure,10.699999999999989,54218.200000000004,0.48055555555555557
1,297.5,308.3,1521,38.2,74,0,No Failure,10.800000000000011,58102.200000000004,0.5093333333333334
0,297.5,308.3,1596,36.8,77,0,No Failure,10.800000000000011,58732.799999999996,0.4717948717948718
2,297.6,308.3,1640,30.9,79,0,No Failure,10.699999999999989,50676.0,0.38625
0,297.6,308.3,1438,47.8,84,0,No Failure,10.699999999999989,68736.4,0.5623529411764705
0,297.6,308.4,1407,55.2,86,0,No Failure,10.799999999999955,77666.40000000001,0.6344827586206897
0,297.6,308.4,1353,57.5,88,0,No Failure,10.799999999999955,77797.5,0.6460674157303371
1,297.6,308.5,1552,40.9,90,0,No Failure,10.899999999999977,63476.799999999996,0.4494505494505494
1,297.6,308.4,1569,38.3,93,0,No Failure,10.799999999999955,60092.7,0.40744680851063825
0,297.5,308.4,1489,39.5,96,0,No Failure,10.899999999999977,58815.5,0.4072164948453608
2,297.5,308.4,1587,36.1,98,0,No Failure,10.899999999999977,57290.700000000004,0.36464646464646466
1,297.5,308.3,1622,37.2,103,0,No Failure,10.800000000000011,60338.4,0.3576923076923077
0,297.5,308.4,1604,38.1,106,0,No Failure,10.899999999999977,61112.4,0.3560747663551402
1,297.4,308.3,1405,51.7,108,0,No Failure,10.900000000000034,72638.5,0.4743119266055046
0,297.4,308.3,1412,42.0,111,0,No Failure,10.900000000000034,59304.0,0.375
0,297.4,308.3,1431,43.0,113,0,No Failure,10.900000000000034,61533.0,0.37719298245614036
0,297.4,308.2,1533,37.4,115,0,No Failure,10.800000000000011,57334.2,0.32241379310344825
1,297.4,308.2,1401,51.9,117,0,No Failure,10.800000000000011,72711.9,0.4398305084745763
1,297.4,308.2,1424,53.9,120,0,No Failure,10.800000000000011,76753.59999999999,0.44545454545454544
0,297.3,308.2,1754,29.4,123,0,No Failure,10.899999999999977,51567.6,0.23709677419354838
0,297.3,308.2,1754,26.8,125,0,No Failure,10.899999999999977,47007.200000000004,0.2126984126984127
0,297.5,308.3,2564,12.8,127,1,Power Failure,10.800000000000011,32819.200000000004,0.1
0,297.5,308.5,1546,40.4,129,0,No Failure,11.0,62458.399999999994,0.31076923076923074
0,297.5,308.5,1335,48.0,131,0,No Failure,11.0,64080.0,0.36363636363636365
1,297.5,308.6,1842,27.0,133,0,No Failure,11.100000000000023,49734.0,0.20149253731343283
0,297.5,308.5,1712,26.8,136,0,No Failure,11.0,45881.6,0.19562043795620437
1,297.6,308.6,1414,45.4,138,0,No Failure,11.0,64195.6,0.32661870503597124
0,297.6,308.7,1319,50.9,141,0,No Failure,11.099999999999966,67137.09999999999,0.3584507042253521
0,297.7,308.7,1249,60.4,143,0,No Failure,11.0,75439.59999999999,0.41944444444444445
0,297.6,308.7,1455,48.2,145,0,No Failure,11.099999999999966,70131.0,0.3301369863013699
1,297.6,308.7,1408,54.8,147,0,No Failure,11.099999999999966,77158.4,0.37027027027027026
0,297.6,308.7,1460,46.7,150,0,No Failure,11.099999999999966,68182.0,0.30927152317880796
0,297.6,308.6,1491,38.1,152,0,No Failure,11.0,56807.1,0.24901960784313726
1,297.6,308.5,1490,43.4,154,0,No Failure,10.899999999999977,64666.0,0.27999999999999997
1,297.5,308.4,1350,52.2,157,0,No Failure,10.899999999999977,70470.0,0.3303797468354431
0,297.5,308.4,1528,39.9,160,0,No Failure,10.899999999999977,60967.2,0.24782608695652172
0,297.4,308.3,1571,37.7,162,0,No Failure,10.900000000000034,59226.700000000004,0.23128834355828223
0,297.4,308.3,1490,42.6,164,0,No Failure,10.900000000000034,63474.0,0.2581818181818182
1,297.4,308.3,1774,28.9,166,0,No Failure,10.900000000000034,51268.6,0.17305389221556886
2,297.4,308.3,1502,43.6,169,0,No Failure,10.900000000000034,65487.200000000004,0.2564705882352941
0,297.4,308.4,1392,49.7,174,0,No Failure,11.0,69182.40000000001,0.28400000000000003
0,297.4,308.5,2100,16.9,176,0,No Failure,11.100000000000023,35490.0,0.09548022598870055
0,297.5,308.5,1722,30.4,178,0,No Failure,11.0,52348.799999999996,0.16983240223463686
0,297.4,308.6,1678,32.3,180,0,No Failure,11.200000000000045,54199.399999999994,0.17845303867403314
0,297.3,308.6,1273,59.8,182,0,No Failure,11.300000000000011,76125.4,0.326775956284153
0,297.3,308.6,1297,45.9,184,0,No Failure,11.300000000000011,59532.299999999996,0.2481081081081081
0,297.3,308.5,1350,57.6,186,0,No Failure,11.199999999999989,77760.0,0.30802139037433157
0,297.4,308.6,1439,51.9,188,0,No Failure,11.200000000000045,74684.09999999999,0.27460317460317457
1,297.4,308.5,1600,42.1,190,0,No Failure,11.100000000000023,67360.0,0.22041884816753926
1,297.4,308.6,1434,44.4,193,0,No Failure,11.200000000000045,63669.6,0.2288659793814433
0,297.4,308.6,1459,41.3,196,0,No Failure,11.200000000000045,60256.7,0.2096446700507614
1,297.5,308.6,1472,44.9,198,0,No Failure,11.100000000000023,66092.8,0.22562814070351758
0,297.5,308.7,1429,44.3,201,0,No Failure,11.199999999999989,63304.7,0.21930693069306928
0,297.5,308.6,1388,48.2,203,0,No Failure,11.100000000000023,66901.6,0.2362745098039216
0,297.4,308.4,1573,34.5,205,0,No Failure,11.0,54268.5,0.16747572815533981
0,297.4,308.4,1588,32.5,207,0,No Failure,11.0,51610.0,0.15625
0,297.5,308.4,1511,42.8,209,0,No Failure,10.899999999999977,64670.799999999996,0.2038095238095238
0,297.4,308.5,1495,37.8,211,0,No Failure,11.100000000000023,56510.99999999999,0.17830188679245282
0,297.4,308.4,1394,50.1,213,0,No Failure,11.0,69839.40000000001,0.23411214953271028
0,297.4,308.4,2151,17.7,0,0,No Failure,11.0,38072.7,17.7
1,297.3,308.3,1501,38.2,2,0,No Failure,11.0,57338.200000000004,12.733333333333334
1,297.3,308.3,1301,39.6,5,0,No Failure,11.0,51519.6,6.6000000000000005
1,297.3,308.3,1657,31.1,8,0,No Failure,11.0,51532.700000000004,3.4555555555555557
0,297.3,308.3,1333,55.2,11,0,No Failure,11.0,73581.6,4.6000000000000005
0,297.3,308.3,1484,43.9,13,0,No Failure,11.0,65147.6,3.1357142857142857
0,297.3,308.4,1430,45.7,15,0,No Failure,11.099999999999966,65351.00000000001,2.85625
1,297.3,308.4,1665,28.9,17,0,No Failure,11.099999999999966,48118.5,1.6055555555555554
0,297.4,308.5,1501,44.9,20,0,No Failure,11.100000000000023,67394.9,2.138095238095238
1,297.5,308.5,1496,42.2,22,0,No Failure,11.0,63131.200000000004,1.8347826086956522
1,297.6,308.6,1595,36.9,25,0,No Failure,11.0,58855.5,1.419230769230769
0,297.5,308.6,1208,62.3,28,0,No Failure,11.100000000000023,75258.4,2.1482758620689655
0,297.5,308.6,1596,37.1,30,0,No Failure,11.100000000000023,59211.600000000006,1.196774193548387
0,297.5,308.5,1446,41.9,32,0,No Failure,11.0,60587.4,1.2696969696969695
1,297.6,308.5,1466,39.7,34,0,No Failure,10.899999999999977,58200.200000000004,1.1342857142857143
1,297.6,308.5,1848,23.7,37,0,No Failure,10.899999999999977,43797.6,0.6236842105263157
1,297.5,308.5,1484,44.7,40,0,No Failure,11.0,66334.8,1.0902439024390245
0,297.4,308.3,1493,41.2,43,0,No Failure,10.900000000000034,61511.600000000006,0.9363636363636364
0,297.3,308.3,1504,36.3,45,0,No Failure,11.0,54595.2,0.7891304347826086
0,297.3,308.3,1538,38.5,47,0,No Failure,11.0,59213.0,0.8020833333333334
0,297.4,308.4,1341,52.2,49,0,No Failure,11.0,70000.2,1.044
1,297.4,308.3,1535,34.6,51,0,No Failure,10.900000000000034,53111.0,0.6653846153846155
0,297.4,308.5,1389,39.2,54,0,No Failure,11.100000000000023,54448.8,0.7127272727272728
2,297.5,308.5,1393,46.6,56,0,No Failure,11.0,64913.8,0.8175438596491228
0,297.4,308.5,1399,61.5,61,1,Power Failure,11.100000000000023,86038.5,0.9919354838709677
2,297.4,308.5,1469,45.1,63,0,No Failure,11.100000000000023,66251.90000000001,0.7046875
0,297.4,308.4,1582,37.2,68,0,No Failure,11.0,58850.4,0.5391304347826087
0,297.5,308.6,1793,26.7,70,0,No Failure,11.100000000000023,47873.1,0.376056338028169
0,297.5,308.6,1452,39.0,72,0,No Failure,11.100000000000023,56628.0,0.5342465753424658
1,297.6,308.7,1376,59.9,74,0,No Failure,11.099999999999966,82422.4,0.7986666666666666
0,297.5,308.6,1552,44.9,77,0,No Failure,11.100000000000023,69684.8,0.5756410256410256
0,297.6,308.7,1622,37.9,79,0,No Failure,11.099999999999966,61473.799999999996,0.47375
1,297.6,308.7,1419,41.7,81,0,No Failure,11.099999999999966,59172.3,0.5085365853658537
2,297.5,308.6,1440,46.1,84,0,No Failure,11.100000000000023,66384.0,0.5423529411764706
1,297.4,308.6,1643,31.0,89,0,No Failure,11.200000000000045,50933.0,0.34444444444444444
0,297.4,308.7,1510,36.2,92,0,No Failure,11.300000000000011,54662.00000000001,0.389247311827957
0,297.4,308.7,1468,46.6,94,0,No Failure,11.300000000000011,68408.8,0.4905263157894737
0,297.4,308.7,1429,57.4,96,0,No Failure,11.300000000000011,82024.59999999999,0.5917525773195876
2,297.3,308.7,1478,47.6,98,0,No Failure,11.399999999999977,70352.8,0.4808080808080808
0,297.4,308.6,1276,53.6,103,0,No Failure,11.200000000000045,68393.6,0.5153846153846154
0,297.3,308.6,1486,42.6,105,0,No Failure,11.300000000000011,63303.6,0.4018867924528302
0,297.4,308.6,1476,42.3,107,0,No Failure,11.200000000000045,62434.799999999996,0.39166666666666666
2,297.3,308.6,1431,42.0,109,0,No Failure,11.300000000000011,60102.0,0.38181818181818183
0,297.4,308.7,1402,40.2,114,0,No Failure,11.300000000000011,56360.4,0.34956521739130436
0,297.4,308.7,1433,43.4,116,0,No Failure,11.300000000000011,62192.2,0.37094017094017095
0,297.4,308.7,2874,4.2,118,1,Power Failure,11.300000000000011,12070.800000000001,0.03529411764705882
0,297.3,308.6,1511,35.7,120,0,No Failure,11.300000000000011,53942.700000000004,0.2950413223140496
1,297.3,308.6,1456,42.9,122,0,No Failure,11.300000000000011,62462.4,0.348780487804878
0,297.2,308.5,1550,41.5,125,0,No Failure,11.300000000000011,64325.0,0.32936507936507936
0,297.2,308.5,2182,16.5,127,0,No Failure,11.300000000000011,36003.0,0.12890625
0,297.3,308.7,1619,31.6,129,0,No Failure,11.399999999999977,51160.4,0.24307692307692308
1,297.3,308.8,1586,32.7,131,0,No Failure,11.5,51862.200000000004,0.24772727272727274
2,297.3,308.8,1499,44.2,134,0,No Failure,11.5,66255.8,0.3274074074074074
2,297.3,308.8,1419,42.4,139,0,No Failure,11.5,60165.6,0.3028571428571428
1,297.4,309.0,1497,41.8,144,0,No Failure,11.600000000000023,62574.6,0.2882758620689655
1,297.4,309.0,1520,37.0,147,0,No Failure,11.600000000000023,56240.0,0.25
0,297.4,309.1,1478,49.8,150,0,No Failure,11.700000000000045,73604.4,0.32980132450331123
0,297.4,309.1,1380,41.1,152,0,No Failure,11.700000000000045,56718.0,0.26862745098039215
0,297.4,309.0,1570,37.9,154,0,No Failure,11.600000000000023,59503.0,0.24451612903225806
2,297.4,309.0,1468,41.4,156,0,No Failure,11.600000000000023,60775.2,0.26369426751592356
0,297.4,309.0,1833,22.6,161,0,No Failure,11.600000000000023,41425.8,0.13950617283950617
1,297.4,308.9,1323,57.3,163,0,No Failure,11.5,75807.9,0.349390243902439
0,297.4,309.0,1583,32.0,166,0,No Failure,11.600000000000023,50656.0,0.19161676646706588
1,297.3,309.0,1556,39.5,168,0,No Failure,11.699999999999989,61462.0,0.23372781065088757
0,297.3,309.0,1548,37.4,171,0,No Failure,11.699999999999989,57895.2,0.21744186046511627
0,297.4,309.0,1324,56.9,173,0,No Failure,11.600000000000023,75335.59999999999,0.32701149425287357
0,297.4,309.0,1568,33.7,175,0,No Failure,11.600000000000023,52841.600000000006,0.19147727272727275
1,297.4,309.0,1685,30.7,177,0,No Failure,11.600000000000023,51729.5,0.17247191011235954
1,297.4,309.1,1582,35.9,180,0,No Failure,11.700000000000045,56793.799999999996,0.19834254143646407
1,297.4,309.1,1463,35.0,183,0,No Failure,11.700000000000045,51205.0,0.19021739130434784
0,297.4,309.2,1584,42.8,186,0,No Failure,11.800000000000011,67795.2,0.22887700534759356
1,297.5,309.2,1347,55.8,188,0,No Failure,11.699999999999989,75162.59999999999,0.29523809523809524
0,297.4,309.2,1459,37.9,191,0,No Failure,11.800000000000011,55296.1,0.19739583333333333
0,297.4,309.2,1420,45.6,193,0,No Failure,11.800000000000011,64752.0,0.23505154639175257
0,297.5,309.3,1404,43.5,195,0,No Failure,11.800000000000011,61074.0,0.22193877551020408
0,297.5,309.3,1470,38.8,197,0,No Failure,11.800000000000011,57035.99999999999,0.19595959595959594
0,297.6,309.4,1326,49.8,199,0,No Failure,11.799999999999955,66034.8,0.249
2,297.5,309.3,1459,49.7,201,0,No Failure,11.800000000000011,72512.3,0.24603960396039606
1,297.5,309.2,1530,40.0,206,0,No Failure,11.699999999999989,61200.0,0.1932367149758454
0,297.4,309.0,1505,39.2,209,0,No Failure,11.600000000000023,58996.00000000001,0.18666666666666668
0,297.5,309.1,1611,30.2,211,0,No Failure,11.600000000000023,48652.2,0.14245283018867924
0,297.5,309.1,1515,35.1,213,0,No Failure,11.600000000000023,53176.5,0.16401869158878504
1,297.5,309.2,1804,27.4,215,0,No Failure,11.699999999999989,49429.6,0.12685185185185185
1,297.6,309.3,1464,46.2,218,0,No Failure,11.699999999999989,67636.8,0.21095890410958906
0,297.6,309.2,1390,43.3,221,0,No Failure,11.599999999999966,60186.99999999999,0.19504504504504502
1,297.6,309.2,1442,48.1,0,0,No Failure,11.599999999999966,69360.2,48.1
1,297.6,309.3,1529,41.9,3,0,No Failure,11.699999999999989,64065.1,10.475
0,297.6,309.3,1610,35.0,6,0,No Failure,11.699999999999989,56350.0,5.0
0,297.6,309.3,1543,34.3,8,0,No Failure,11.699999999999989,52924.899999999994,3.811111111111111
2,297.8,309.4,1445,48.2,10,0,No Failure,11.599999999999966,69649.0,4.381818181818182
0,297.7,309.3,1893,24.6,15,0,No Failure,11.600000000000023,46567.8,1.5375
1,297.6,309.3,1415,41.3,17,0,No Failure,11.699999999999989,58439.49999999999,2.2944444444444443
0,297.5,309.3,1564,37.5,20,0,No Failure,11.800000000000011,58650.0,1.7857142857142858
0,297.5,309.3,1479,39.4,22,0,No Failure,11.800000000000011,58272.6,1.7130434782608694
0,297.5,309.2,1426,44.8,24,0,No Failure,11.699999999999989,63884.799999999996,1.7919999999999998
0,297.4,309.2,1428,38.8,26,0,No Failure,11.800000000000011,55406.399999999994,1.437037037037037
0,297.4,309.2,1620,33.2,28,0,No Failure,11.800000000000011,53784.00000000001,1.1448275862068966
0,297.5,309.2,1715,28.0,30,0,No Failure,11.699999999999989,48020.0,0.9032258064516129
0,297.5,309.3,1732,29.9,32,0,No Failure,11.800000000000011,51786.799999999996,0.906060606060606
1,297.5,309.4,1391,58.2,34,0,No Failure,11.899999999999977,80956.2,1.662857142857143
0,297.6,309.5,1924,20.6,37,0,No Failure,11.899999999999977,39634.4,0.5421052631578948
1,297.7,309.5,2027,19.8,39,0,No Failure,11.800000000000011,40134.6,0.495
0,297.6,309.5,1617,36.2,42,0,No Failure,11.899999999999977,58535.4,0.8418604651162791
